,FIRE_ID,Fire Name,Acres,Date,Fire Type,LATITUDE,LONGITUDE,time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
2431,CA3498911865719920822,MIDDLE RIDGE,5362.0,1992-08-22,Wildfire,34.989,-118.657,'1992-08-22',0,26.4,14.9,20.1,26.0,13.5,18.9,'1992-08-22T06:19','1992-08-22T19:35',27.78,0.0,0.0,0.0,0.0,7.1,30.2,277,5.46
2432,CA3500111552420060720,TOUGH NUT,1139.0,2006-07-20,Wildfire,35.001,-115.524,'2006-07-20',61,35.9,27.3,31.7,34.6,25.4,30.2,'2006-07-20T05:41','2006-07-20T19:55',25.13,1.8,1.8,0.0,2.0,14.6,32.4,117,7.41
2433,CA3500411993619940908,SPANISH,3266.0,1994-09-08,Wildfire,35.004,-119.936,'1994-09-08',0,31.3,20.8,24.9,29.9,19.9,23.8,'1994-09-08T06:36','1994-09-08T19:18',25.3,0.0,0.0,0.0,0.0,11.6,34.9,317,5.79
2434,CA3500511465220030716,LIGHTNING,1141.0,2003-07-16,Wildfire,35.005,-114.652,'2003-07-16',51,45.8,33.5,40.8,45.2,31.7,39.0,'2003-07-16T05:35','2003-07-16T19:53',27.59,0.2,0.2,0.0,1.0,15.9,33.5,164,8.6
2435,CA3502012029920170706,ALAMO,29256.0,2017-07-06,Wildfire,34.96,-120.288,'2017-07-06',0,32.6,18.1,25.4,35.8,18.2,26.9,'2017-07-06T05:52','2017-07-06T20:19',29.67,0.0,0.0,0.0,0.0,11.0,31.3,337,6.35
2436,CA3502111998319990718,SPANISH,14518.0,1999-07-18,Wildfire,35.021,-119.983,'1999-07-18',0,27.8,16.9,22.1,27.7,16.8,21.6,'1999-07-18T05:57','1999-07-18T20:14',30.82,0.0,0.0,0.0,0.0,14.2,42.5,230,6.23
2437,CA3502311937719961028,WESTFIELD,1478.0,1996-10-28,Wildfire,35.023,-119.377,'1996-10-28',1,17.1,6.5,11.4,15.0,4.1,9.1,'1996-10-28T07:14','1996-10-28T18:08',15.17,0.0,0.0,0.0,0.0,9.4,23.0,228,2.44
2438,CA3502511902319930510,SABODAN,1950.0,1993-05-10,Wildfire,35.025,-119.023,'1993-05-10',0,34.0,15.4,24.4,31.8,12.5,21.9,'1993-05-10T05:54','1993-05-10T19:50',30.37,0.0,0.0,0.0,0.0,17.8,39.2,140,7.44
2439,CA3502811950619950625,ELK,1810.0,1995-06-25,Wildfire,35.028,-119.506,'1995-06-25',1,35.0,25.3,30.1,35.8,24.7,29.7,'1995-06-25T05:44','1995-06-25T20:17',29.9,0.0,0.0,0.0,0.0,13.3,33.5,351,7.22
2440,CA3503412024819861025,SUEY RANCH WEST,1262.0,1986-10-25,Wildfire,35.034,-120.248,'1986-10-25',1,28.1,11.6,18.8,26.6,8.9,16.9,'1986-10-25T07:14','1986-10-25T18:15',16.84,0.0,0.0,0.0,0.0,17.1,41.4,53,3.83
2441,CA3504011960120160605,SODA,2214.0,2016-06-05,Wildfire,35.026,-119.58,'2016-06-05',0,33.8,23.2,27.8,33.0,21.9,26.4,'2016-06-05T05:42','2016-06-05T20:11',31.8,0.0,0.0,0.0,0.0,13.4,40.0,317,7.63
2442,CA3504012031719860830,UNNAMED,1353.0,1986-08-30,Wildfire,35.04,-120.317,'1986-08-30',0,26.6,14.4,19.8,27.6,14.0,19.5,'1986-08-30T06:31','1986-08-30T19:32',26.3,0.0,0.0,0.0,0.0,16.3,40.3,309,5.21
2443,CA3504111860819900807,TEJON,7659.0,1990-08-07,Wildfire,35.041,-118.608,'1990-08-07',61,30.4,17.7,23.2,29.9,17.0,22.6,'1990-08-07T06:07','1990-08-07T19:52',21.81,3.1,3.1,0.0,4.0,8.9,35.3,287,4.79
2444,CA3504112020920030810,CHIMNEY,1275.0,2003-08-10,Wildfire,35.041,-120.209,'2003-08-10',0,32.8,18.8,25.9,35.2,19.5,26.9,'2003-08-10T06:15','2003-08-10T19:56',28.11,0.0,0.0,0.0,0.0,11.5,30.6,334,6.27
2445,CA3504112034719870505,SLU-0864,3546.0,1987-05-05,Wildfire,35.041,-120.347,'1987-05-05',0,32.7,15.3,23.5,33.2,13.8,23.4,'1987-05-05T06:04','1987-05-05T19:51',26.36,0.0,0.0,0.0,0.0,8.8,29.9,42,5.74
2446,CA3504412005619850726,UNNAMED,2356.0,1985-07-26,Wildfire,35.044,-120.056,'1985-07-26',53,30.2,17.4,23.5,33.5,19.1,24.9,'1985-07-26T06:04','1985-07-26T20:09',28.74,0.8,0.8,0.0,1.0,11.0,28.1,306,5.94
2447,CA3505011989520061011,CUYAMA,1050.0,2006-10-11,Wildfire,35.05,-119.895,'2006-10-11',3,23.1,9.7,15.0,21.2,8.9,14.0,'2006-10-11T07:01','2006-10-11T18:31',17.47,0.0,0.0,0.0,0.0,13.7,37.1,226,3.25
2448,CA3506111988620100515,COTTON,2083.0,2010-05-15,Wildfire,35.061,-119.886,'2010-05-15',0,27.3,14.4,20.4,27.6,13.2,19.5,'2010-05-15T05:54','2010-05-15T19:57',29.94,0.0,0.0,0.0,0.0,10.4,31.7,297,5.9
2449,CA3506611841220100717,WEST,1790.0,2010-07-17,Wildfire,35.066,-118.412,'2010-07-17',0,33.3,20.2,26.4,35.0,18.7,26.0,'2010-07-17T05:51','2010-07-17T20:08',29.89,0.0,0.0,0.0,0.0,9.2,36.4,315,7.04
2450,CA3507211843420110904,CANYON,14707.0,2011-09-04,Wildfire,35.016,-118.395,'2011-09-04',1,28.2,16.4,22.3,27.2,13.5,20.4,'2011-09-04T06:27','2011-09-04T19:17',23.44,0.0,0.0,0.0,0.0,6.5,31.7,270,5.0
2451,CA3507312029919950924,UNNAMED,1923.0,1995-09-24,Wildfire,35.073,-120.299,'1995-09-24',1,28.4,16.1,20.9,29.3,16.4,21.2,'1995-09-24T06:49','1995-09-24T18:56',21.78,0.0,0.0,0.0,0.0,14.8,37.8,314,4.3
2452,CA3508611531720050622,HACKBERRY COMPLEX,69967.0,2005-06-22,Wildfire,35.086,-115.317,'2005-06-22',51,34.3,22.4,29.4,30.8,19.9,26.1,'2005-06-22T05:26','2005-06-22T20:00',26.33,0.4,0.4,0.0,2.0,22.7,53.6,192,7.74
2453,CA3509311838420050709,HIGH,1031.0,2005-07-09,Wildfire,35.093,-118.384,'2005-07-09',0,28.0,15.5,22.0,29.2,14.0,21.1,'2005-07-09T05:45','2005-07-09T20:11',31.03,0.0,0.0,0.0,0.0,8.4,28.4,287,6.43
2454,CA3510511831220120717,SAND,1380.0,2012-07-17,Wildfire,35.119,-118.301,'2012-07-17',0,24.9,10.2,17.9,23.3,8.1,15.6,'2012-07-17T05:50','2012-07-17T20:07',31.27,0.0,0.0,0.0,0.0,16.6,42.8,229,6.4
2455,CA3510711875219870505,UNNAMED,2437.0,1987-05-05,Wildfire,35.107,-118.752,'1987-05-05',1,31.1,16.1,24.4,31.5,15.0,24.1,'1987-05-05T05:58','1987-05-05T19:45',28.6,0.0,0.0,0.0,0.0,10.8,28.8,13,6.19
2456,CA3511312010319970804,LOGAN,49627.0,1997-08-04,Wildfire,35.113,-120.103,'1997-08-04',0,33.4,19.0,26.4,36.4,19.5,27.9,'1997-08-04T06:10','1997-08-04T20:01',28.73,0.0,0.0,0.0,0.0,11.2,31.7,334,6.35
2457,CA3511611978620100515,WASH,1039.0,2010-05-15,Wildfire,35.116,-119.786,'2010-05-15',1,27.6,16.2,21.5,28.3,14.6,20.1,'2010-05-15T05:53','2010-05-15T19:57',28.91,0.0,0.0,0.0,0.0,18.5,42.5,259,6.19
2458,CA3511711878320110910,COMANCHE,25965.0,2011-09-10,Wildfire,35.117,-118.759,'2011-09-10',53,30.0,17.4,22.4,29.0,17.0,22.1,'2011-09-10T06:33','2011-09-10T19:10',16.64,1.8,1.8,0.0,5.0,15.2,50.0,107,4.11
2459,CA3511712010020180819,FRONT,1126.0,2018-08-19,Wildfire,35.119,-120.097,'2018-08-19',0,32.3,18.9,25.1,33.6,18.9,25.5,'2018-08-19T06:22','2018-08-19T19:45',27.47,0.0,0.0,0.0,0.0,12.3,33.8,311,6.02
2460,CA3511811837820110910,KEENE COMPLEX,8769.0,2011-09-10,Wildfire,35.285,-118.492,'2011-09-10',53,29.2,17.7,22.6,27.1,17.0,22.0,'2011-09-10T06:31','2011-09-10T19:09',16.18,2.5,2.5,0.0,7.0,17.7,57.6,92,4.14
2461,CA3512212033519951027,BALD,3336.0,1995-10-27,Wildfire,35.122,-120.335,'1995-10-27',1,28.2,13.5,19.6,27.5,11.6,18.5,'1995-10-27T07:16','1995-10-27T18:13',16.51,0.0,0.0,0.0,0.0,9.0,25.2,353,3.5
2462,CA3512811868019870911,UNNAMED,3285.0,1987-09-11,Wildfire,35.128,-118.68,'1987-09-11',0,23.0,11.8,16.8,22.7,11.0,15.9,'1987-09-11T06:33','1987-09-11T19:09',24.8,0.0,0.0,0.0,0.0,10.5,37.4,288,4.48
2463,CA3514011979419960622,UNNAMED,1604.0,1996-06-22,Wildfire,35.14,-119.794,'1996-06-22',0,28.7,14.0,21.3,26.8,12.8,19.6,'1996-06-22T05:44','1996-06-22T20:18',31.85,0.0,0.0,0.0,0.0,13.9,32.8,76,6.72
2464,CA3515012032019900910,UNNAMED,1498.0,1990-09-10,Wildfire,35.15,-120.32,'1990-09-10',0,32.2,18.3,25.1,32.7,17.3,24.9,'1990-09-10T06:39','1990-09-10T19:16',24.77,0.0,0.0,0.0,0.0,11.6,29.9,247,5.49
2465,CA3515111961720000722,SHELL,5726.0,2000-07-22,Wildfire,35.151,-119.617,'2000-07-22',0,32.2,19.5,26.3,32.0,18.3,24.9,'2000-07-22T05:59','2000-07-22T20:10',30.48,0.0,0.0,0.0,0.0,8.8,31.3,19,7.14
2466,CA3515211854719950829,KELLER,1138.0,1995-08-29,Wildfire,35.152,-118.547,'1995-08-29',0,28.7,14.3,21.1,27.9,11.7,19.3,'1995-08-29T06:23','1995-08-29T19:26',26.67,0.0,0.0,0.0,0.0,14.3,47.2,271,6.15
2467,CA3515511711219940813,OPAL 2,1458.0,1994-08-13,Wildfire,35.155,-117.112,'1994-08-13',1,36.5,24.5,30.9,36.7,24.9,30.2,'1994-08-13T06:05','1994-08-13T19:40',26.13,0.0,0.0,0.0,0.0,21.8,37.4,205,7.69
2468,CA3516711873119870911,UNNAMED,1219.0,1987-09-11,Wildfire,35.167,-118.731,'1987-09-11',0,22.9,12.4,17.1,22.6,11.2,16.1,'1987-09-11T06:33','1987-09-11T19:09',25.11,0.0,0.0,0.0,0.0,11.5,37.8,273,4.56
2469,CA3517811715019930827,OPAL 2,8223.0,1993-08-27,Wildfire,35.178,-117.15,'1993-08-27',51,32.7,21.4,27.4,32.5,21.6,27.1,'1993-08-27T06:16','1993-08-27T19:23',23.8,0.2,0.2,0.0,1.0,7.7,23.0,82,5.54
2470,CA3518011847820030721,UNNAMED,1320.0,2003-07-21,Wildfire,35.18,-118.478,'2003-07-21',1,32.4,20.7,26.2,33.6,20.4,26.5,'2003-07-21T05:53','2003-07-21T20:06',28.55,0.0,0.0,0.0,0.0,11.6,39.6,285,6.43
2471,CA3518311714319860530,NSCRIPTION,4710.0,1986-05-30,Wildfire,35.183,-117.143,'1986-05-30',51,34.7,18.0,26.4,33.9,17.1,24.3,'1986-05-30T05:34','1986-05-30T19:57',28.3,0.6,0.6,0.0,3.0,28.1,52.6,227,8.36
2472,CA3518512041619860826,RANCHITA,1895.0,1986-08-26,Wildfire,35.185,-120.416,'1986-08-26',1,27.8,16.9,21.6,29.6,17.9,22.6,'1986-08-26T06:28','1986-08-26T19:37',25.2,0.0,0.0,0.0,0.0,11.6,29.9,254,4.9
2473,CA3518711989619970919,AMERICAN,1609.0,1997-09-19,Wildfire,35.187,-119.896,'1997-09-19',0,25.3,15.4,19.8,23.9,14.6,18.6,'1997-09-19T06:44','1997-09-19T19:01',23.88,0.0,0.0,0.0,0.0,12.8,34.2,272,4.8
2474,CA3519712039419840629,BONNHEIM,1622.0,1984-06-29,Wildfire,35.197,-120.394,'1984-06-29',0,33.1,17.7,25.0,33.2,17.3,24.4,'1984-06-29T05:48','1984-06-29T20:21',30.58,0.0,0.0,0.0,0.0,16.1,37.4,324,7.2
2475,CA3520611991719940523,SODA,3423.0,1994-05-23,Wildfire,35.206,-119.917,'1994-05-23',0,27.5,14.5,21.0,27.6,12.7,19.5,'1994-05-23T05:48','1994-05-23T20:04',30.61,0.0,0.0,0.0,0.0,14.8,32.4,334,6.47
2476,CA3520911991019960520,OVERLOOK,2901.0,1996-05-20,Wildfire,35.209,-119.91,'1996-05-20',0,24.0,9.9,17.2,21.7,7.5,14.5,'1996-05-20T05:50','1996-05-20T20:02',31.02,0.0,0.0,0.0,0.0,15.3,39.6,63,6.04
2477,CA3521111967620060529,MOCAL,1037.0,2006-05-29,Wildfire,35.211,-119.676,'2006-05-29',0,22.1,11.1,16.5,18.8,8.3,13.4,'2006-05-29T05:44','2006-05-29T20:07',31.82,0.0,0.0,0.0,0.0,14.7,42.1,35,6.2
2478,CA3521211873720160701,DEER,1885.0,2016-07-01,Wildfire,35.222,-118.688,'2016-07-01',1,34.5,18.5,28.0,35.7,17.4,27.6,'2016-07-01T05:42','2016-07-01T20:14',29.78,0.0,0.0,0.0,0.0,11.5,41.0,280,7.22
2479,CA3522311949619930513,UNNAMED,3076.0,1993-05-13,Wildfire,35.223,-119.496,'1993-05-13',1,25.8,9.4,16.8,24.4,7.3,14.7,'1993-05-13T05:53','1993-05-13T19:55',30.35,0.0,0.0,0.0,0.0,13.5,34.6,339,5.84
2480,CA3522611952219970620,MIDWAY COMPLEX,6791.0,1997-06-20,Wildfire,35.226,-119.522,'1997-06-20',0,33.9,22.7,28.3,35.3,22.6,28.0,'1997-06-20T05:42','1997-06-20T20:17',31.05,0.0,0.0,0.0,0.0,9.4,27.4,297,7.25
2481,CA3524011954519860717,DERBY ACRE,1655.0,1986-07-17,Wildfire,35.24,-119.545,'1986-07-17',0,31.3,18.2,24.2,30.8,16.7,22.6,'1986-07-17T05:55','1986-07-17T20:13',30.6,0.0,0.0,0.0,0.0,12.3,33.1,299,6.65
2482,CA3524611953619930622,VALLEY,3790.0,1993-06-22,Wildfire,35.246,-119.536,'1993-06-22',0,28.5,17.5,23.2,27.0,15.5,21.1,'1993-06-22T05:42','1993-06-22T20:17',31.46,0.0,0.0,0.0,0.0,12.4,28.8,15,6.91
2483,CA3524811952119950815,HONOLULU,3103.0,1995-08-15,Wildfire,35.248,-119.521,'1995-08-15',0,36.6,21.1,29.2,37.6,22.0,29.3,'1995-08-15T06:16','1995-08-15T19:48',28.33,0.0,0.0,0.0,0.0,10.8,28.4,324,6.85
2484,CA3525312054719840529,MORETZZ,1585.0,1984-05-29,Wildfire,35.253,-120.547,'1984-05-29',51,34.8,15.2,24.7,35.8,14.3,24.4,'1984-05-29T05:48','1984-05-29T20:11',26.09,0.3,0.3,0.0,1.0,8.8,24.1,49,5.77
2485,CA3525911502319940628,FORT PIUTE,6350.0,1994-06-28,Wildfire,35.259,-115.023,'1994-06-28',2,39.9,24.4,33.4,38.1,21.6,30.4,'1994-06-28T05:26','1994-06-28T20:00',26.68,0.0,0.0,0.0,0.0,19.4,44.3,258,8.59
2486,CA3525911854920000802,PEAK,1316.0,2000-08-02,Wildfire,35.259,-118.549,'2000-08-02',55,35.7,23.8,29.2,38.0,24.3,30.3,'2000-08-02T06:03','2000-08-02T19:57',26.37,1.3,1.3,0.0,2.0,8.9,35.6,242,6.13
2487,CA3526211986019960523,SEVEN MILE,2716.0,1996-05-23,Wildfire,35.262,-119.86,'1996-05-23',2,23.7,12.2,17.4,20.4,10.0,14.2,'1996-05-23T05:48','1996-05-23T20:04',30.48,0.0,0.0,0.0,0.0,20.3,51.8,91,6.53
2488,CA3527111997419950601,SIMMLER,1211.0,1995-06-01,Wildfire,35.271,-119.974,'1995-06-01',3,22.3,13.9,18.6,20.6,12.4,17.2,'1995-06-01T05:44','1995-06-01T20:10',23.28,0.0,0.0,0.0,0.0,22.9,50.0,251,4.56
2489,CA3527812039719880717,CAMP,5618.0,1988-07-17,Wildfire,35.278,-120.397,'1988-07-17',0,34.6,20.7,27.2,37.0,20.7,27.9,'1988-07-17T05:58','1988-07-17T20:16',29.82,0.0,0.0,0.0,0.0,14.5,36.7,261,6.83
2490,CA3528111983720060711,BECK,1748.0,2006-07-11,Wildfire,35.281,-119.837,'2006-07-11',0,33.9,23.5,28.3,32.8,22.9,26.8,'2006-07-11T05:52','2006-07-11T20:17',30.62,0.0,0.0,0.0,0.0,22.0,44.6,249,7.87
2491,CA3528712050619850701,LAS PILITAS,75841.0,1985-07-01,Wildfire,35.287,-120.506,'1985-07-01',1,37.1,18.4,28.0,37.1,15.9,26.1,'1985-07-01T05:49','1985-07-01T20:22',31.01,0.0,0.0,0.0,0.0,14.1,36.4,38,8.16
2492,CA3530711675720050525,RANGE,2473.0,2005-05-25,Wildfire,35.307,-116.757,'2005-05-25',0,34.2,15.8,26.3,32.0,14.0,24.0,'2005-05-25T05:34','2005-05-25T19:53',31.5,0.0,0.0,0.0,0.0,18.3,40.3,232,8.08
2493,CA3531111866520030617,CALIENTE,1246.0,2003-06-17,Wildfire,35.311,-118.665,'2003-06-17',0,31.2,17.0,24.5,34.4,17.1,25.8,'2003-06-17T05:38','2003-06-17T20:13',31.35,0.0,0.0,0.0,0.0,11.2,30.2,3,6.51
2494,CA3532711950019950815,MIDWAY,7785.0,1995-08-15,Wildfire,35.327,-119.5,'1995-08-15',0,37.1,21.6,29.7,38.2,22.6,29.8,'1995-08-15T06:16','1995-08-15T19:48',27.7,0.0,0.0,0.0,0.0,13.0,32.8,297,7.0
2495,CA3532811956919930510,ELK HILLS 2,5376.0,1993-05-10,Wildfire,35.328,-119.569,'1993-05-10',0,36.1,15.9,27.0,33.0,13.6,24.2,'1993-05-10T05:56','1993-05-10T19:53',30.28,0.0,0.0,0.0,0.0,17.6,42.1,165,8.09
2496,CA3532912032020100821,POZO,1347.0,2010-08-21,Wildfire,35.329,-120.32,'2010-08-21',0,29.9,15.3,22.1,28.7,14.9,20.9,'2010-08-21T06:24','2010-08-21T19:44',26.39,0.0,0.0,0.0,0.0,12.6,35.6,248,5.58
2497,CA3533812062720150817,CUESTA,2415.0,2015-08-17,Wildfire,35.356,-120.612,'2015-08-17',1,29.9,18.8,23.8,30.4,18.7,24.1,'2015-08-17T06:22','2015-08-17T19:50',26.86,0.0,0.0,0.0,0.0,14.3,37.8,231,5.77
2498,CA3534111823820120810,JAWBONE COMPLEX,12211.0,2012-08-10,Wildfire,35.282,-118.222,'2012-08-10',51,35.8,20.0,28.3,35.3,18.5,26.9,'2012-08-10T06:07','2012-08-10T19:48',25.49,0.2,0.2,0.0,1.0,12.2,39.2,266,6.76
2499,CA3534412027619960815,FIFTY-EIGHT,94698.0,1996-08-15,Wildfire,35.344,-120.276,'1996-08-15',1,37.0,23.5,29.9,37.5,24.4,29.8,'1996-08-15T06:19','1996-08-15T19:50',26.93,0.0,0.0,0.0,0.0,11.6,26.6,90,7.0
2500,CA3535211954719960808,AIRPORT 2,1059.0,1996-08-08,Wildfire,35.352,-119.547,'1996-08-08',0,37.8,23.0,30.7,39.0,23.8,31.6,'1996-08-08T06:11','1996-08-08T19:55',28.25,0.0,0.0,0.0,0.0,8.1,20.9,69,6.46
2501,CA3536311779319980801,GARLOCK 2,1535.0,1998-08-01,Wildfire,35.363,-117.793,'1998-08-01',0,35.6,16.0,26.7,34.1,16.5,25.9,'1998-08-01T05:58','1998-08-01T19:56',30.43,0.0,0.0,0.0,0.0,13.7,23.4,265,6.98
2502,CA3536411577420110828,WELLS,1841.0,2011-08-28,Wildfire,35.356,-115.775,'2011-08-28',1,35.3,24.1,30.1,34.5,23.6,29.1,'2011-08-28T06:11','2011-08-28T19:17',25.34,0.0,0.0,0.0,0.0,11.8,37.4,248,6.34
2503,CA3536512051719870804,PILITAS,1056.0,1987-08-04,Wildfire,35.365,-120.517,'1987-08-04',0,34.2,19.4,26.2,35.9,19.0,26.5,'1987-08-04T06:11','1987-08-04T20:04',27.93,0.0,0.0,0.0,0.0,11.2,31.0,299,6.42
2504,CA3537111878719980708,BRECK,3475.0,1998-07-08,Wildfire,35.371,-118.787,'1998-07-08',0,32.3,19.4,26.2,33.3,18.7,26.3,'1998-07-08T05:46','1998-07-08T20:14',31.23,0.0,0.0,0.0,0.0,11.2,30.2,23,6.85
2505,CA3537112044520150620,PARKHILL,1795.0,2015-06-20,Wildfire,35.367,-120.424,'2015-06-20',1,34.9,15.7,25.3,34.8,13.0,23.7,'2015-06-20T05:45','2015-06-20T20:21',32.19,0.0,0.0,0.0,0.0,11.3,33.1,5,7.65
2506,CA3537611880519940530,BRECKENRIDGE,2447.0,1994-05-30,Wildfire,35.376,-118.805,'1994-05-30',53,32.8,16.6,24.2,32.7,14.2,23.1,'1994-05-30T05:40','1994-05-30T20:05',23.2,2.5,2.5,0.0,5.0,15.0,36.0,112,5.67
2507,CA3539211577520050803,HALLORAN,1044.0,2005-08-03,Wildfire,35.392,-115.775,'2005-08-03',51,31.1,20.7,25.9,31.4,22.4,26.8,'2005-08-03T05:52','2005-08-03T19:46',25.25,0.2,0.2,0.0,1.0,11.2,28.1,169,5.77
2508,CA3539212068319940814,41,48441.0,1994-08-14,Wildfire,35.392,-120.683,'1994-08-14',0,34.1,20.9,27.1,36.7,20.9,27.5,'1994-08-14T06:20','1994-08-14T19:54',27.3,0.0,0.0,0.0,0.0,12.2,28.4,57,6.26
2509,CA3539511864020110910,BRECKENRIDGE COMPLEX,27229.0,2011-09-10,Wildfire,35.39,-118.698,'2011-09-10',63,30.6,18.0,23.0,29.3,17.5,22.6,'2011-09-10T06:32','2011-09-10T19:10',16.3,5.7,5.7,0.0,7.0,13.3,54.0,94,4.0
2510,CA3539611888419960523,MESA COMPLEX,5492.0,1996-05-23,Wildfire,35.396,-118.884,'1996-05-23',1,22.6,11.4,17.4,21.2,10.1,15.5,'1996-05-23T05:43','1996-05-23T20:00',30.24,0.0,0.0,0.0,0.0,18.5,43.9,111,5.69
2511,CA3539611983319840819,TWISSELMAN,6009.0,1984-08-19,Wildfire,35.396,-119.833,'1984-08-19',1,32.5,20.2,25.8,32.1,20.7,25.1,'1984-08-19T06:21','1984-08-19T19:44',26.56,0.0,0.0,0.0,0.0,18.3,45.4,249,6.64
2512,CA3539711882220170630,TARINA,1257.0,2017-06-30,Wildfire,35.385,-118.793,'2017-06-30',0,31.8,17.8,25.4,33.4,16.8,25.1,'2017-06-30T05:42','2017-06-30T20:15',30.77,0.0,0.0,0.0,0.0,12.1,27.7,325,7.02
2513,CA3539712049820170626,HILL,1900.0,2017-06-26,Wildfire,35.405,-120.481,'2017-06-26',0,32.4,15.5,22.3,32.5,15.2,22.0,'2017-06-26T05:47','2017-06-26T20:22',31.82,0.0,0.0,0.0,0.0,13.1,40.0,275,6.73
2514,CA3539811876919970508,COTTONWD 2,2437.0,1997-05-08,Wildfire,35.398,-118.769,'1997-05-08',0,26.4,13.6,20.1,26.4,12.6,19.5,'1997-05-08T05:54','1997-05-08T19:48',28.29,0.0,0.0,0.0,0.0,10.2,24.8,329,5.57
2515,CA3540011877020180803,TARINA,4972.0,2018-08-03,Wildfire,35.388,-118.758,'2018-08-03',0,35.9,23.6,29.7,36.0,21.9,28.5,'2018-08-03T06:04','2018-08-03T19:58',29.16,0.0,0.0,0.0,0.0,12.8,33.8,348,7.09
2516,CA3540711879119980902,BRECKENRIDGE,1335.0,1998-09-02,Wildfire,35.407,-118.791,'1998-09-02',51,36.9,21.5,29.1,37.0,21.9,29.7,'1998-09-02T06:27','1998-09-02T19:22',22.42,0.3,0.3,0.0,1.0,13.8,34.6,127,6.06
2517,CA3541611826720060805,COTTONWOOD,2386.0,2006-08-05,Wildfire,35.416,-118.267,'2006-08-05',0,26.7,13.9,20.4,24.6,11.2,17.7,'2006-08-05T06:03','2006-08-05T19:54',30.66,0.0,0.0,0.0,0.0,12.4,43.9,143,6.35
2518,CA3541612046820030720,PARKHILL,1258.0,2003-07-20,Wildfire,35.416,-120.468,'2003-07-20',1,29.5,17.1,22.9,31.1,18.3,23.7,'2003-07-20T06:00','2003-07-20T20:16',28.86,0.0,0.0,0.0,0.0,13.2,30.2,216,6.0
2519,CA3542712003119940703,UNNAMED,2908.0,1994-07-03,Wildfire,35.427,-120.031,'1994-07-03',0,31.2,18.2,24.3,31.2,17.9,23.7,'1994-07-03T05:48','1994-07-03T20:20',30.8,0.0,0.0,0.0,0.0,17.2,43.6,259,6.98
2520,CA3543011843920030723,BASIN,1051.0,2003-07-23,Wildfire,35.43,-118.439,'2003-07-23',51,32.4,19.8,25.9,32.6,20.0,25.8,'2003-07-23T05:54','2003-07-23T20:06',23.02,0.2,0.2,0.0,1.0,5.3,32.8,270,5.09
2521,CA3543312052720020719,HIGHWAY 58,1393.0,2002-07-19,Wildfire,35.433,-120.527,'2002-07-19',0,27.0,14.9,20.3,29.1,15.2,20.8,'2002-07-19T05:59','2002-07-19T20:16',28.64,0.0,0.0,0.0,0.0,10.6,30.6,231,5.52
2522,CA3543511876119960604,CANYON,3486.0,1996-06-04,Wildfire,35.435,-118.761,'1996-06-04',1,32.9,21.0,26.9,33.2,19.4,26.1,'1996-06-04T05:38','1996-06-04T20:08',31.12,0.0,0.0,0.0,0.0,10.3,38.2,143,6.96
2523,CA3543811731619960608,UNNAMED,1075.0,1996-06-08,Wildfire,35.438,-117.316,'1996-06-08',1,37.0,21.4,30.0,35.4,20.2,28.1,'1996-06-08T05:32','1996-06-08T20:04',31.04,0.0,0.0,0.0,0.0,19.2,45.0,226,8.82
2524,CA3544311877719850503,ADELAIDE,1054.0,1985-05-03,Wildfire,35.443,-118.777,'1985-05-03',0,20.9,11.6,16.2,21.1,10.6,15.6,'1985-05-03T05:59','1985-05-03T19:44',28.97,0.0,0.0,0.0,0.0,11.0,37.1,301,4.79
2525,CA3545012054919890727,CHISPA,9869.0,1989-07-27,Wildfire,35.45,-120.549,'1989-07-27',0,31.8,15.1,23.6,33.8,14.8,24.0,'1989-07-27T06:06','1989-07-27T20:11',29.8,0.0,0.0,0.0,0.0,11.7,29.5,212,6.2
2526,CA3545111876719990908,RICH BAR COMPLEX,2209.0,1999-09-08,Wildfire,35.451,-118.767,'1999-09-08',0,32.0,16.3,24.6,31.4,15.4,23.7,'1999-09-08T06:31','1999-09-08T19:13',25.21,0.0,0.0,0.0,0.0,8.3,29.5,312,5.42
2527,CA3545811870719850628,RICH BAR,8141.0,1985-06-28,Wildfire,35.458,-118.707,'1985-06-28',1,35.3,17.9,27.8,33.8,15.7,25.4,'1985-06-28T05:40','1985-06-28T20:15',30.98,0.0,0.0,0.0,0.0,10.2,40.3,288,7.62
2528,CA3545911887919970819,CHOCKTAW,10235.0,1997-08-19,Wildfire,35.459,-118.879,'1997-08-19',1,36.5,23.0,29.3,37.5,22.7,29.4,'1997-08-19T06:17','1997-08-19T19:40',24.52,0.0,0.0,0.0,0.0,19.8,42.1,163,6.69
2529,CA3547311855319880811,HAVILAH,1413.0,1988-08-11,Wildfire,35.473,-118.553,'1988-08-11',51,27.5,14.0,21.2,26.4,13.1,19.8,'1988-08-11T06:09','1988-08-11T19:48',28.9,0.2,0.2,0.0,1.0,12.2,45.0,263,5.98
